City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,ressano garcia,-25.442,31.9913,18.49,62,100,2.52,MZ,1697333572
285,sharlyk,52.9167,54.75,6.5,72,100,4.74,RU,1697333572
286,aasiaat,68.7098,-52.8699,-4.05,87,100,2.05,GL,1697333572
287,isla vista,34.4133,-119.861,23.34,68,0,1.54,US,1697333572
288,saint peters,38.8003,-90.6265,13.28,85,100,3.6,US,1697333475
289,ponto novo,-10.8628,-40.1336,23.8,69,78,4.14,BR,1697333572
290,coronel dorrego,-38.7187,-61.2873,16.86,31,100,9.49,AR,1697333573
291,muynoq,43.7683,59.0214,9.53,45,78,1.96,UZ,1697332987
292,lieto,60.5103,22.4618,9.57,78,75,9.26,FI,1697333573
293,poli,-3.3333,36.8,16.52,87,92,1.51,TZ,1697333573
294,chibougamau,49.9168,-74.3659,6.79,81,100,4.63,CA,1697333573
295,cabo san lucas,22.8909,-109.9124,29.23,72,0,5.14,MX,1697333230
296,armavir,44.9892,41.1234,12.82,51,0,4.07,RU,1697333573
297,ancud,-41.8697,-73.8203,7.87,81,100,1.89,CL,1697333573
298,brandon,27.9378,-82.2859,24.93,85,0,1.54,US,1697333494
299,yichun,47.7,128.9,6.47,43,13,6.28,CN,1697333573
300,kalinovskaya,43.5758,45.5192,9.69,88,0,2.11,RU,1697333574
301,mugia,43.1041,-9.2179,15.51,81,100,2.17,ES,1697333574
302,saint-pierre,-21.3393,55.4781,21.82,68,0,2.06,RE,1697333574
303,baijiantan,45.6333,85.1833,11.32,33,62,9.74,CN,1697333574
304,staraya kulatka,52.7167,47.6167,7.05,77,26,3.97,RU,1697333574
305,lesnoy,57.6198,63.0784,1.65,89,65,2.77,RU,1697333574
306,yuzhno-kurilsk,44.0306,145.8556,14.1,69,52,2.34,RU,1697333574
307,susuman,62.7833,148.1667,-9.45,83,100,0.89,RU,1697333574
308,unionville,35.0874,-80.509,19.34,94,0,3.09,US,1697333574
309,abalak,58.1286,68.5944,3.53,86,26,2.69,RU,1697333575
310,gizo,-8.103,156.8419,28.69,73,62,1.36,SB,1697333575
311,vung tau,10.346,107.0843,27.38,82,100,2.42,VN,1697333306
312,ulsan,35.5372,129.3167,18.85,53,0,4.4,KR,1697333299
313,sholokhovskiy,48.2807,41.0459,11.18,84,0,2.6,RU,1697333575
314,porto novo,6.4965,2.6036,25.5,90,52,1.93,BJ,1697333575
315,carutapera,-1.195,-46.02,26.68,76,80,3.38,BR,1697332988
316,rongelap,11.1635,166.8941,28.53,74,90,3.54,MH,1697333557
317,puerto baquerizo moreno,-0.9,-89.6,23.64,83,75,4.77,EC,1697333575
318,mar del plata,-38.0023,-57.5575,14.49,93,0,3.6,AR,1697332996
319,egilsstadir,65.2653,-14.3948,-3.05,80,75,0.0,IS,1697332994
320,sanming,26.2486,117.6186,23.99,64,7,1.33,CN,1697333576
321,primero de mayo,-32.2552,-58.4228,12.17,80,0,3.85,AR,1697333539
322,doume,4.2333,13.45,19.94,100,100,0.98,CM,1697333576
323,zaozersk,69.4005,32.4476,1.91,98,100,14.96,RU,1697333576
324,mazagao,-0.115,-51.2894,29.03,74,96,3.15,BR,1697333576
325,palikir - national government center,6.9248,158.1611,30.47,74,75,4.12,FM,1697333576
326,baringo,0.4667,35.9667,21.4,72,99,2.4,KE,1697333576
327,kushiro,42.975,144.3747,17.53,72,40,1.54,JP,1697333576
328,pombas,17.1503,-25.0201,26.88,80,100,3.08,CV,1697333577
329,karagay,58.2667,54.9368,4.95,92,100,4.77,RU,1697333577
330,jolalpan,18.325,-98.8417,25.59,62,100,0.88,MX,1697333577
331,dali,25.7,100.1833,16.12,80,38,0.53,CN,1697333577
332,at taj,24.2049,23.2857,19.84,37,0,4.44,LY,1697333401
333,sitka,57.0531,-135.33,11.94,71,100,0.0,US,1697333577
334,yemetsk,63.4721,41.7941,9.38,76,100,5.39,RU,1697333577
335,daru,-9.0763,143.2092,27.03,78,72,5.63,PG,1697333577
336,donggang,28.9365,114.2259,23.64,50,0,0.43,CN,1697333577
337,antsiranana,-12.2787,49.2917,23.3,92,24,2.86,MG,1697333517
338,alaghsas,17.0187,8.0168,28.8,17,8,7.45,NE,1697333578
339,acarau,-2.8856,-40.12,26.15,82,45,8.38,BR,1697333578
340,pasighat,28.0667,95.3333,24.15,63,88,0.25,IN,1697333578
341,brisas de zicatela,15.8369,-97.0419,29.29,54,75,0.0,MX,1697333578
342,bandar abbas,27.1865,56.2808,27.99,94,20,2.06,IR,1697333578
343,urubamba,-13.3047,-72.1158,15.5,78,64,1.94,PE,1697333378
344,bolgar,54.95,49.0667,10.39,71,97,8.23,RU,1697333578
345,lammi,61.0833,25.0167,7.41,75,100,7.27,FI,1697333578
346,glendive,47.1053,-104.7125,8.79,61,0,3.6,US,1697333578
347,kansanshi,-12.0951,26.4273,18.21,83,100,2.52,ZM,1697333579
348,chita,52.0333,113.55,-0.06,59,15,4.0,RU,1697333579
349,ust'-ilimsk,58.0006,102.6619,4.69,74,99,4.02,RU,1697333579
350,hunchun,42.8675,130.3581,19.02,45,29,5.36,CN,1697333579
351,thames,-37.1333,175.5333,19.74,53,45,5.34,NZ,1697333579
352,hood river,45.7054,-121.5215,15.85,88,100,2.68,US,1697333326
353,dryden,49.7833,-92.7503,5.16,81,0,2.57,CA,1697333579
354,luderitz,-26.6481,15.1594,12.73,97,17,1.0,NA,1697333579
355,balaklava,44.5,33.6,17.22,46,0,2.97,UA,1697333579
356,nha trang,12.25,109.1833,27.0,73,100,0.67,VN,1697333579
357,candelaria,13.9311,121.4233,29.1,79,68,2.74,PH,1697333580
358,aswan,24.0934,32.907,24.12,32,0,5.24,EG,1697333580
359,san alberto,7.7611,-73.3922,24.94,90,100,2.12,CO,1697333580
360,bandar lampung,-5.4254,105.258,30.82,55,88,1.27,ID,1697333580
361,paraiso,9.8383,-83.8656,19.12,98,100,0.63,CR,1697333580
362,tamandare,-8.7597,-35.1047,24.27,80,93,3.75,BR,1697333580
363,tondano,1.3038,124.9112,29.05,48,68,2.42,ID,1697333580
364,santa cruz,-17.8,-63.1667,23.7,69,6,3.6,BO,1697332745
365,saudarkrokur,65.7461,-19.6394,0.7,94,100,7.37,IS,1697333581
366,kurumkan,54.3,110.3,1.74,75,35,3.13,RU,1697333581
367,isangel,-19.55,169.2667,29.06,70,75,1.54,VU,1697332781
368,dickinson,29.4608,-95.0513,21.97,52,0,5.14,US,1697333581
369,st. john's,47.5649,-52.7093,12.31,98,100,5.14,CA,1697333408
370,palm coast,29.585,-81.2078,23.37,88,0,2.24,US,1697333375
371,basco,20.4487,121.9702,27.42,69,100,5.1,PH,1697332743
372,namibe,-15.1961,12.1522,18.26,78,100,4.39,AO,1697332982
373,raduzhnyy,62.0961,77.475,3.26,92,100,4.5,RU,1697333581
374,floro,61.5996,5.0328,6.98,70,40,9.77,NO,1697333581
375,kupino,54.3663,77.2981,10.47,86,100,5.13,RU,1697333582
376,vallenar,-28.5708,-70.7581,19.78,47,0,0.59,CL,1697333582
377,santa luzia,-19.7697,-43.8514,23.21,78,40,4.63,BR,1697333582
378,beau vallon,-20.4189,57.6953,20.12,88,20,3.6,MU,1697333582
379,brownsville,25.9018,-97.4975,23.99,63,0,4.63,US,1697333364
380,mandalgovi,45.7625,106.2708,5.9,42,54,3.56,MN,1697333582
381,dankama,13.2978,7.7949,28.11,24,95,3.66,NG,1697333582
382,puerto armuelles,8.2833,-82.8667,27.27,74,100,2.24,PA,1697333583
383,choyr,46.3611,108.3611,4.58,40,0,3.83,MN,1697333583
384,recani,31.2846,-4.2688,21.13,33,4,2.84,MA,1697333583
385,freetown,8.484,-13.2299,22.84,94,75,3.09,SL,1697333583
386,takum,7.2667,9.9833,23.34,94,100,0.72,NG,1697333583
387,bizhbulyak,53.6967,54.2642,6.18,70,100,6.85,RU,1697333583
388,qamdo,31.1667,97.2333,2.62,47,99,1.78,CN,1697333583
389,terenozek,45.05,64.9833,6.16,34,59,2.01,KZ,1697333583
390,paita,-5.0892,-81.1144,20.03,82,23,5.73,PE,1697333583
391,alakurtti,66.9672,30.3491,0.79,99,100,0.72,RU,1697332996
392,jiaojiang,28.6803,121.4428,23.89,55,0,1.26,CN,1697333584
393,kununurra,-15.7667,128.7333,33.99,26,5,3.09,AU,1697333310
394,mil'kovo,55.6078,37.7956,14.22,83,72,6.09,RU,1697333584
395,zuunmod,47.7069,106.9528,-3.43,46,0,1.1,MN,1697333584
396,ko pha ngan,9.7578,100.0291,27.38,77,100,7.53,TH,1697333584
397,asmar,35.0333,71.3581,17.96,65,99,1.86,AF,1697333584
398,levashi,42.4304,47.3215,6.97,49,0,2.07,RU,1697333584
399,darbhanga,26.1667,85.9,24.37,68,0,2.17,IN,1697333585
400,dauphin,51.1494,-100.0502,6.08,87,75,1.54,CA,1697333585
401,fisterra,42.9049,-9.2629,15.42,82,100,3.62,ES,1697333585
402,ballinasloe,53.3275,-8.2194,5.15,80,72,1.7,IE,1697333585
403,bocaiuva,-17.1078,-43.815,25.84,59,34,5.74,BR,1697333585
404,brookings,44.3114,-96.7984,8.19,93,100,4.12,US,1697333411
405,sawtry,52.4398,-0.2842,5.48,85,5,4.48,GB,1697333585
406,sardarshahr,28.4333,74.4833,26.79,48,72,5.04,IN,1697333585
407,ilovlya,49.3033,43.9796,8.92,90,1,2.47,RU,1697333585
408,cill airne,52.05,-9.5167,7.65,78,99,1.5,IE,1697333401
409,naze,28.3667,129.4833,23.51,58,49,7.65,JP,1697332992
410,waingapu,-9.6567,120.2641,31.18,53,95,6.43,ID,1697333586
411,kavieng,-2.5744,150.7967,28.91,70,50,0.37,PG,1697333586
412,nuuk,64.1835,-51.7216,2.34,100,100,5.14,GL,1697333465
413,codrington,-38.2667,141.9667,14.71,57,100,7.44,AU,1697333587
414,la ronge,55.1001,-105.2842,8.14,61,0,3.6,CA,1697333587
415,villa ojo de agua,-29.5,-63.6938,15.86,35,0,5.16,AR,1697333587
416,majalengka,-6.8361,108.2278,32.74,43,99,1.21,ID,1697333587
417,vila franca do campo,37.7167,-25.4333,21.6,99,100,3.27,PT,1697333587
418,okha,53.5739,142.9478,9.08,78,85,10.02,RU,1697333588
419,jiagedaqi,50.4167,124.1167,6.11,33,0,7.51,CN,1697333588
420,beboto,8.2668,16.939,22.62,94,100,3.38,TD,1697333588
421,solleftea,63.1667,17.2667,0.92,87,83,3.64,SE,1697333588
422,fale old settlement,-9.3852,-171.2468,28.52,76,76,9.38,TK,1697333588
423,waimea,20.0231,-155.6717,23.41,90,25,2.12,US,1697333588
424,coquimbo,-29.9533,-71.3436,12.85,94,0,1.03,CL,1697333589
425,zhaotong,27.3167,103.7167,13.25,82,96,1.47,CN,1697333589
426,mount isa,-20.7333,139.5,31.87,10,4,4.63,AU,1697333428
427,qarazhal,48.0078,70.7903,5.76,57,97,5.89,KZ,1697333589
428,santiago del estero,-27.7951,-64.2615,23.09,29,0,4.11,AR,1697333336
429,olinda,-8.0089,-34.8553,26.85,74,20,5.66,BR,1697333589
430,flying fish cove,-10.4217,105.6791,26.82,89,100,4.63,CX,1697333590
431,ad douiem,14.0012,32.3116,30.75,23,39,3.23,SD,1697333590
432,el porvenir,13.7617,-87.3458,26.63,96,34,0.98,HN,1697333590
433,tralee,52.2704,-9.7026,8.05,81,99,2.27,IE,1697333590
434,tan-tan,28.438,-11.1032,22.74,57,14,1.95,MA,1697333590
435,nema,57.5067,50.5011,7.93,90,100,6.11,RU,1697333590
436,aberystwyth,52.4155,-4.0829,10.5,77,79,3.71,GB,1697333590
437,butte,39.6499,-121.5677,23.01,39,0,0.0,US,1697333590
438,lata,40.1629,-8.3327,16.62,94,95,0.26,PT,1697333591
439,dunedin,-45.8742,170.5036,13.78,51,87,2.68,NZ,1697333548
440,haiku-pauwela,20.9219,-156.3051,28.01,66,20,6.69,US,1697333591
441,miles city,46.4083,-105.8406,9.54,57,0,2.57,US,1697333591
442,bamboo flat,11.7,92.7167,26.05,89,20,0.0,IN,1697333003
443,la sarre,48.8002,-79.1996,6.03,91,100,5.21,CA,1697333553
444,drayton valley,53.2168,-114.9854,6.6,73,60,2.58,CA,1697333591
445,ranau,5.9538,116.6641,27.98,69,91,0.19,MY,1697333591
446,geraldton,-28.7667,114.6,34.23,10,0,7.72,AU,1697333591
447,howard springs,-12.497,131.047,32.95,23,37,3.52,AU,1697333591
448,alo,7.4178,6.7371,24.74,95,99,1.5,NG,1697332999
449,pemangkat,1.1667,108.9667,28.3,76,100,2.46,ID,1697333592
450,sint michiel liber,12.15,-68.9833,29.9,79,20,4.12,CW,1697333592
451,bouafle,6.9904,-5.7442,21.65,97,67,1.25,CI,1697333592
452,ixtapa,20.7,-105.2,28.57,79,100,1.03,MX,1697333482
453,frontera,26.9333,-101.45,18.27,73,27,1.34,MX,1697333592
454,pemba,-12.974,40.5178,26.39,94,75,4.63,MZ,1697333497
455,albina,5.5,-54.05,26.48,82,10,2.61,SR,1697333592
456,coracora,-15.0333,-73.7833,11.62,70,76,0.62,PE,1697333592
457,vyazemskiy,47.5378,134.7525,16.28,49,82,4.34,RU,1697333592
458,umm kaddadah,13.6017,26.6876,29.93,20,27,7.86,SD,1697333558
459,mana,5.6592,-53.7767,27.42,82,48,5.57,GF,1697333593
460,uniao da vitoria,-26.23,-51.0864,13.45,98,100,2.21,BR,1697333593
461,barstow heights,34.8697,-117.0562,25.73,14,0,1.49,US,1697333416
462,lupon,6.8981,126.0096,30.01,67,10,1.92,PH,1697333593
463,san sebastian de la gomera,28.0916,-17.1133,32.2,14,0,1.54,ES,1697333429
464,kruisfontein,-34.0033,24.7314,11.18,91,100,1.77,ZA,1697333593
465,strezhevoy,60.7333,77.5889,3.31,91,100,3.13,RU,1697333593
466,tommot,58.9564,126.2925,-3.45,64,13,1.9,RU,1697333593
467,campbell river,50.0163,-125.2446,13.11,100,100,4.63,CA,1697333594
468,luganville,-15.5333,167.1667,27.62,78,89,4.37,VU,1697333594
469,grand falls-windsor,48.9332,-55.6649,9.17,94,97,2.36,CA,1697333594
470,al kharijah,25.4514,30.5464,22.4,37,0,2.85,EG,1697333520
471,dudinka,69.4058,86.1778,1.49,93,100,6.71,RU,1697333594
472,tera,14.0078,0.7531,30.69,22,100,1.37,NE,1697333594
473,zhenlai,45.8495,123.2973,11.39,25,0,9.0,CN,1697333594
474,tual,-5.6667,132.75,26.76,81,47,7.76,ID,1697332997
475,cockburn town,21.4612,-71.1419,28.73,68,70,1.14,TC,1697333594
476,port macquarie,-31.4333,152.9167,23.65,47,0,4.69,AU,1697333589
477,tindouf,27.6711,-8.1474,25.25,19,0,2.06,DZ,1697333595
478,fauske,67.2588,15.3918,5.02,85,90,2.25,NO,1697333595
479,conduaga,8.862,117.4893,29.41,72,97,3.72,PH,1697333595
480,preston,53.7667,-2.7167,7.7,68,8,4.89,GB,1697333525
481,champerico,14.3,-91.9167,27.73,81,71,0.31,GT,1697333595
482,vologda,59.2187,39.8886,11.42,92,100,8.49,RU,1697333595
483,mossel bay,-34.1831,22.146,13.96,83,75,7.35,ZA,1697333595
484,pacific grove,36.6177,-121.9166,19.56,87,0,3.09,US,1697333596
485,minas de marcona,-15.2119,-75.1103,15.29,77,88,4.17,PE,1697333596
486,shijiang,27.0819,110.7933,22.18,52,0,0.48,CN,1697333596
487,egersund,58.4513,5.9997,7.99,74,100,12.63,NO,1697333596
488,puerto el triunfo,13.2833,-88.55,27.09,84,12,0.85,SV,1697333596
489,falkenberg,56.9055,12.4912,10.53,90,74,13.43,SE,1697333596
490,eureka,40.8021,-124.1637,19.0,90,84,1.34,US,1697333596
491,kishtwar,33.3167,75.7667,12.86,55,57,1.35,IN,1697333597
492,hassi messaoud,31.6804,6.0729,19.92,30,0,1.03,DZ,1697333597
493,komatipoort,-25.4332,31.9548,18.92,62,100,2.45,ZA,1697333597
494,toamasina,-18.1667,49.3833,23.79,94,83,5.55,MG,1697333597
495,lashio,22.9333,97.75,21.65,78,24,0.49,MM,1697333597
496,firmat,-33.4594,-61.4832,14.95,48,0,5.06,AR,1697333597
497,kill devil hills,36.0307,-75.676,21.1,98,100,5.66,US,1697333453
498,jasper,37.2001,-94.3502,13.03,74,100,6.69,US,1697333597
499,yomju-up,39.8933,124.5981,16.83,63,0,2.97,KP,1697333598
500,burang,30.25,81.1667,0.31,61,3,1.8,CN,1697333003
501,tongliao,43.6125,122.2653,12.82,19,0,7.87,CN,1697333598
502,manokwari,-0.8667,134.0833,27.98,75,100,2.78,ID,1697333598
503,salima,-13.7804,34.4587,26.45,45,17,1.86,MW,1697333598
504,teius,46.2,23.6833,13.53,62,8,1.51,RO,1697333598
505,shakiso,5.75,38.9167,13.33,98,100,1.88,ET,1697333599
506,lebedyan',53.0194,39.1664,10.33,80,70,6.78,RU,1697333599
507,nadi,-17.8,177.4167,29.0,74,20,6.69,FJ,1697333599
508,charcas,23.1333,-101.1167,17.17,71,33,5.95,MX,1697333599
509,kovdor,67.5662,30.4758,-0.14,99,100,2.08,RU,1697333599
510,east london,-33.0153,27.9116,15.09,79,99,2.82,ZA,1697333407
511,menongue,-14.6585,17.691,19.06,67,100,2.65,AO,1697333599
512,atherton,53.5237,-2.4935,8.16,94,34,0.45,GB,1697333600
513,voru,57.8339,27.0194,9.1,68,100,7.48,EE,1697333600
514,rabo de peixe,37.8,-25.5833,21.1,99,75,3.09,PT,1697333600
515,dickson,36.077,-87.3878,13.77,96,100,4.63,US,1697333600
516,amlame,7.4667,0.9,22.93,95,83,0.61,TG,1697333601
517,dalandzadgad,43.5708,104.425,12.89,27,14,3.43,MN,1697333601
518,northam,51.0333,-4.2167,10.9,76,27,3.62,GB,1697333601
519,sungai udang,2.269,102.1427,29.93,78,20,1.03,MY,1697333601
520,lamu,-2.2717,40.902,26.12,90,10,3.7,KE,1697333601
521,pankrushikha,53.8319,80.3406,6.27,79,100,6.32,RU,1697333601
522,manismata,-2.4667,111.0333,31.66,53,98,2.24,ID,1697333601
523,akureyri,65.6835,-18.0878,-2.04,86,75,1.54,IS,1697333554
524,yellandu,17.6,80.3333,24.72,79,80,0.36,IN,1697333602
525,buka,40.8108,69.1986,8.06,48,0,1.0,UZ,1697333002
526,bodaybo,57.8506,114.1933,3.05,85,100,2.24,RU,1697333602
527,maryborough,-25.5333,152.7,30.75,33,0,4.37,AU,1697333602
528,inhambane,-23.865,35.3833,20.74,74,95,4.58,MZ,1697333602
529,kirensk,57.7853,108.1119,1.68,99,100,2.24,RU,1697333602
530,mitu,1.1983,-70.1733,22.25,99,100,1.87,CO,1697333402
531,souillac,-20.5167,57.5167,18.21,88,20,3.6,MU,1697333602
532,glace bay,46.1969,-59.957,10.5,94,75,4.12,CA,1697333409
533,villa gesell,-37.2639,-56.973,11.35,82,43,5.59,AR,1697333602
534,voronovytsya,49.1095,28.6808,11.59,93,19,3.44,UA,1697333603
535,severo-yeniseyskiy,60.3725,93.0408,0.88,90,100,4.02,RU,1697333603
536,new norfolk,-42.7826,147.0587,12.73,90,97,2.43,AU,1697333603
537,aqadyr,48.2553,72.8483,5.17,60,100,6.69,KZ,1697333603
538,duong dong,10.2167,103.9667,27.0,94,40,1.54,VN,1697333603
539,mournies,35.4764,24.0092,19.35,88,20,1.54,GR,1697333603
540,druzhkivka,48.6301,37.5526,9.45,61,3,3.17,UA,1697333603
541,aripuana,-9.1667,-60.6333,22.77,93,33,1.0,BR,1697333604
542,quellon,-43.1167,-73.6167,6.47,83,93,2.9,CL,1697333604
543,thulamahashi,-24.7246,31.1994,19.28,76,100,3.22,ZA,1697333604
544,roosevelt,33.9668,-103.4505,12.72,44,35,4.41,US,1697333604
545,zanjan,36.6736,48.4787,10.77,64,0,1.14,IR,1697333604
546,forest grove,45.5198,-123.1107,16.38,91,100,0.45,US,1697333604
547,al muwayh,22.4333,41.7583,21.13,55,0,2.76,SA,1697333604
548,oxapampa,-10.5775,-75.4017,15.18,95,92,1.52,PE,1697333605
549,tbeng meanchey,13.8167,104.9667,25.94,89,96,1.1,KH,1697333605
550,princeville,45.7668,-61.2985,10.51,94,78,3.6,CA,1697333605
551,korla,41.7597,86.1469,16.45,28,9,2.55,CN,1697333605
552,bel ombre,-4.6167,55.4167,26.91,89,75,4.63,SC,1697333605
553,saint-philippe,-21.3585,55.7679,21.77,82,37,4.49,RE,1697333605
554,harstad,68.799,16.5293,4.53,77,100,11.62,NO,1697333605
555,ji'an,27.1172,114.9793,23.32,56,0,0.48,CN,1697333605
556,shalkar,47.8288,59.6258,10.68,58,94,3.36,KZ,1697333605
557,angaur state,6.906,134.13,28.24,78,19,2.48,PW,1697333606
558,dunbar,38.3606,-81.7374,13.24,95,100,5.14,US,1697333402
559,sheregesh,52.9209,87.9869,4.09,93,100,2.36,RU,1697333606
560,fort st. john,56.2499,-120.8529,8.94,81,75,5.14,CA,1697333606
561,peoria,40.7667,-89.7668,11.8,94,98,5.04,US,1697333606
562,betio village,1.358,172.9211,32.02,68,100,1.99,KI,1697333606
563,yashkul',46.1711,45.3435,11.71,39,0,3.11,RU,1697333606
564,kosan,38.8558,127.4181,15.53,70,16,2.54,KP,1697333343
565,rio grande,-32.035,-52.0986,16.64,72,96,8.18,BR,1697333607
566,presidente prudente,-22.1256,-51.3889,21.75,68,0,7.72,BR,1697333538
567,papao,-17.75,-149.55,28.82,77,6,4.7,PF,1697333607
568,xichang,27.8964,102.2634,17.73,80,67,0.69,CN,1697333607
569,quepos,9.4236,-84.1652,25.9,90,100,3.19,CR,1697333607
